Stock,Date,Price,Open,High,Low,Volume,Previous Close,Intraday Price Change,Intraday %,Interday Price Change,Daily Return %,High-Low Range,High-Low % Range,Volume % Change,7-Day Moving Avg,7-Day Volatility,Risk Level,Day Type,Month,Year
ICICI,19/06/2025,"1,411.30","1,408.00","1,414.70","1,404.70","8,850,000",1427.1,3.3,0.23%,-15.8,-1.11%,10,0.71%,31.11%,"1,429.96",1.15%,Low,Down Day,June,2025
ICICI,20/06/2025,"1,427.10","1,411.30","1,433.30","1,410.20","12,410,000",1420.1,15.8,1.12%,7,0.49%,23.1,1.62%,40.23%,"1,434.89",1.05%,Low,Up Day,June,2025
ICICI,23/06/2025,"1,420.10","1,417.00","1,423.20","1,411.90","5,510,000",1424.1,3.1,0.22%,-4,-0.28%,11.3,0.80%,-55.60%,"1,435.59",1.03%,Low,Down Day,June,2025
ICICI,24/06/2025,"1,424.10","1,427.70","1,435.90","1,416.50","11,190,000",1425.8,-3.6,-0.25%,-1.7,-0.12%,19.4,1.36%,103.09%,"1,436.69",0.95%,Low,Down Day,June,2025
ICICI,25/06/2025,"1,425.80","1,422.00","1,428.90","1,415.30","7,530,000",1439.1,3.8,0.27%,-13.3,-0.92%,13.6,0.95%,-32.71%,"1,436.94",0.93%,Low,Down Day,June,2025
ICICI,26/06/2025,"1,439.10","1,424.80","1,447.50","1,421.70","13,620,000",1462.2,14.3,1.00%,-23.1,-1.58%,25.8,1.79%,80.88%,"1,439.37",0.87%,Low,Down Day,June,2025
ICICI,27/06/2025,"1,462.20","1,438.90","1,466.00","1,437.10","22,530,000",1445.8,23.3,1.62%,16.4,1.13%,28.9,1.98%,65.42%,"1,438.89",0.88%,Low,Up Day,June,2025
ICICI,30/06/2025,"1,445.80","1,461.80","1,461.90","1,442.30","6,330,000",1432,-16,-1.09%,13.8,0.96%,19.6,1.36%,-71.90%,"1,436.00",0.54%,Low,Up Day,June,2025
ICICI,01/07/2025,"1,432.00","1,445.70","1,447.60","1,429.60","7,760,000",1427.8,-13.7,-0.95%,4.2,0.29%,18,1.26%,22.59%,"1,434.01",0.46%,Low,Up Day,July,2025
ICICI,02/07/2025,"1,427.80","1,432.20","1,451.00","1,422.60","13,370,000",1425.9,-4.4,-0.31%,1.9,0.13%,28.4,1.99%,72.29%,"1,432.89",0.53%,Low,Up Day,July,2025
ICICI,03/07/2025,"1,425.90","1,432.10","1,446.10","1,423.70","10,180,000",1442.8,-6.2,-0.43%,-16.9,-1.17%,22.4,1.57%,-23.86%,"1,432.04",0.59%,Medium,Down Day,July,2025
ICICI,04/07/2025,"1,442.80","1,427.00","1,444.40","1,421.10","5,070,000",1435.7,15.8,1.11%,7.1,0.49%,23.3,1.61%,-50.20%,"1,431.63",0.62%,Medium,Up Day,July,2025
ICICI,07/07/2025,"1,435.70","1,437.00","1,440.90","1,429.60","5,180,000",1442,-1.3,-0.09%,-6.3,-0.44%,11.3,0.79%,2.17%,"1,429.91",0.52%,Medium,Down Day,July,2025
ICICI,08/07/2025,"1,442.00","1,432.00","1,445.00","1,430.00","5,320,000",1431.9,10,0.70%,10.1,0.71%,15,1.04%,2.70%,"1,428.59",0.49%,High,Up Day,July,2025
ICICI,09/07/2025,"1,431.90","1,436.20","1,438.70","1,426.60","8,830,000",1424.1,-4.3,-0.30%,7.8,0.55%,12.1,0.85%,65.98%,"1,425.26",0.34%,Medium,Up Day,July,2025
ICICI,10/07/2025,"1,424.10","1,436.80","1,439.00","1,422.10","7,800,000",1421.9,-12.7,-0.88%,2.2,0.15%,16.9,1.19%,-11.66%,"1,424.39",0.27%,Medium,Up Day,July,2025
ICICI,11/07/2025,"1,421.90","1,422.00","1,428.00","1,414.60","7,160,000",1423,-0.1,-0.01%,-1.1,-0.08%,13.4,0.94%,-8.21%,"1,430.34",1.13%,Low,Down Day,July,2025
ICICI,14/07/2025,"1,423.00","1,424.90","1,424.90","1,416.10","5,850,000",1430.8,-1.9,-0.13%,-7.8,-0.55%,8.8,0.62%,-18.30%,"1,437.73",1.55%,Low,Down Day,July,2025
ICICI,15/07/2025,"1,430.80","1,421.10","1,433.80","1,419.00","6,040,000",1426.4,9.7,0.68%,4.4,0.31%,14.8,1.03%,3.25%,"1,447.10",1.94%,Low,Up Day,July,2025
ICICI,16/07/2025,"1,426.40","1,426.00","1,429.20","1,419.10","5,650,000",1418.7,0.4,0.03%,7.7,0.54%,10.1,0.71%,-6.46%,"1,454.61",2.06%,Low,Up Day,July,2025
ICICI,17/07/2025,"1,418.70","1,421.00","1,423.20","1,409.50","12,930,000",1425.8,-2.3,-0.16%,-7.1,-0.50%,13.7,0.97%,128.85%,"1,461.86",1.92%,Low,Down Day,July,2025
ICICI,18/07/2025,"1,425.80","1,415.80","1,429.00","1,408.50","11,300,000",1465.8,10,0.71%,-40,-2.73%,20.5,1.44%,-12.61%,"1,471.81",1.49%,Medium,Down Day,July,2025
ICICI,21/07/2025,"1,465.80","1,448.00","1,467.70","1,437.00","13,870,000",1473.6,17.8,1.23%,-7.8,-0.53%,30.7,2.09%,22.74%,"1,480.44",0.58%,Medium,Down Day,July,2025
ICICI,22/07/2025,"1,473.60","1,474.10","1,482.00","1,469.70","8,930,000",1488.6,-0.5,-0.03%,-15,-1.01%,12.3,0.83%,-35.62%,"1,482.81",0.38%,Medium,Down Day,July,2025
ICICI,23/07/2025,"1,488.60","1,482.90","1,490.00","1,472.60","11,970,000",1483.4,5.7,0.38%,5.2,0.35%,17.4,1.17%,34.04%,"1,483.93",0.28%,Medium,Up Day,July,2025
ICICI,24/07/2025,"1,483.40","1,487.70","1,488.70","1,478.10","6,700,000",1477.1,-4.3,-0.29%,6.3,0.43%,10.6,0.71%,-44.03%,"1,481.50",0.38%,Low,Up Day,July,2025
ICICI,25/07/2025,"1,477.10","1,500.00","1,500.00","1,473.60","8,700,000",1488.4,-22.9,-1.53%,-11.3,-0.76%,26.4,1.79%,29.85%,"1,478.61",0.60%,Low,Down Day,July,2025
ICICI,28/07/2025,"1,488.40","1,477.10","1,493.80","1,477.10","7,510,000",1486.2,11.3,0.77%,2.2,0.15%,16.7,1.12%,-13.68%,"1,473.94",1.07%,Low,Up Day,July,2025
ICICI,29/07/2025,"1,486.20","1,479.90","1,489.80","1,475.40","9,780,000",1482.4,6.3,0.43%,3.8,0.26%,14.4,0.97%,30.23%,"1,467.54",1.21%,Low,Up Day,July,2025
ICICI,30/07/2025,"1,482.40","1,487.70","1,488.50","1,477.30","7,240,000",1481.4,-5.3,-0.36%,1,0.07%,11.2,0.76%,-25.97%,"1,460.99",1.25%,Low,Up Day,July,2025
ICICI,31/07/2025,"1,481.40","1,469.90","1,494.50","1,464.00","12,410,000",1471.6,11.5,0.78%,9.8,0.67%,30.5,2.06%,71.41%,"1,454.34",1.21%,Low,Up Day,July,2025
ICICI,01/08/2025,"1,471.60","1,480.40","1,485.10","1,469.80","4,420,000",1463.2,-8.8,-0.59%,8.4,0.57%,15.3,1.04%,-64.38%,"1,447.94",0.96%,Low,Up Day,August,2025
ICICI,04/08/2025,"1,463.20","1,476.80","1,478.80","1,461.30","6,140,000",1444.4,-13.6,-0.92%,18.8,1.30%,17.5,1.20%,38.91%,"1,440.86",0.86%,Low,Up Day,August,2025
ICICI,05/08/2025,"1,444.40","1,453.00","1,461.50","1,441.00","14,800,000",1443.6,-8.6,-0.59%,0.8,0.06%,20.5,1.42%,141.04%,"1,434.80",0.68%,Low,Up Day,August,2025
ICICI,06/08/2025,"1,443.60","1,442.30","1,454.00","1,441.60","7,810,000",1440.3,1.3,0.09%,3.3,0.23%,12.4,0.86%,-47.23%,"1,432.36",0.63%,Low,Up Day,August,2025
ICICI,07/08/2025,"1,440.30","1,441.10","1,447.90","1,429.10","7,430,000",1435.9,-0.8,-0.06%,4.4,0.31%,18.8,1.31%,-4.87%,"1,431.07",0.54%,Low,Up Day,August,2025
ICICI,08/08/2025,"1,435.90","1,445.90","1,447.60","1,432.00","5,420,000",1436.6,-10,-0.69%,-0.7,-0.05%,15.6,1.09%,-27.05%,"1,430.50",0.49%,Medium,Down Day,August,2025
ICICI,11/08/2025,"1,436.60","1,427.90","1,438.40","1,420.40","8,490,000",1422,8.7,0.61%,14.6,1.03%,18,1.25%,56.64%,"1,429.74",0.46%,Medium,Up Day,August,2025
ICICI,12/08/2025,"1,422.00","1,431.00","1,433.80","1,420.10","5,910,000",1420.8,-9,-0.63%,1.2,0.08%,13.7,0.96%,-30.39%,"1,431.09",0.62%,Medium,Up Day,August,2025
ICICI,13/08/2025,"1,420.80","1,424.60","1,427.70","1,415.20","9,010,000",1427.3,-3.8,-0.27%,-6.5,-0.46%,12.5,0.88%,52.45%,"1,433.14",0.56%,Medium,Down Day,August,2025
ICICI,14/08/2025,"1,427.30","1,412.00","1,431.10","1,412.00","7,580,000",1434.6,15.3,1.08%,-7.3,-0.51%,19.1,1.34%,-15.87%,"1,434.91",0.41%,Medium,Down Day,August,2025
ICICI,18/08/2025,"1,434.60","1,450.00","1,452.40","1,431.00","6,910,000",1436.3,-15.4,-1.06%,-1.7,-0.12%,21.4,1.49%,-8.84%,"1,433.39",0.62%,Low,Down Day,August,2025
ICICI,19/08/2025,"1,436.30","1,431.10","1,438.50","1,426.30","6,710,000",1430.6,5.2,0.36%,5.7,0.40%,12.2,0.85%,-2.89%,"1,428.31",1.09%,Low,Up Day,August,2025
ICICI,20/08/2025,"1,430.60","1,432.60","1,435.90","1,423.00","5,820,000",1446,-2,-0.14%,-15.4,-1.07%,12.9,0.90%,-13.26%,"1,422.81",1.32%,Low,Down Day,August,2025
ICICI,21/08/2025,"1,446.00","1,440.10","1,447.80","1,436.40","6,240,000",1436.4,5.9,0.41%,9.6,0.67%,11.4,0.79%,7.22%,"1,420.01",1.33%,Low,Up Day,August,2025
ICICI,22/08/2025,"1,436.40","1,444.30","1,446.00","1,429.40","6,660,000",1433.2,-7.9,-0.55%,3.2,0.22%,16.6,1.16%,6.73%,"1,412.61",1.21%,Low,Up Day,August,2025
ICICI,25/08/2025,"1,433.20","1,435.90","1,435.90","1,424.00","6,740,000",1416.6,-2.7,-0.19%,16.6,1.17%,11.9,0.83%,1.20%,"1,406.99",1.01%,Low,Up Day,August,2025
ICICI,26/08/2025,"1,416.60","1,427.90","1,427.90","1,413.10","8,720,000",1399.1,-11.3,-0.79%,17.5,1.25%,14.8,1.04%,29.38%,"1,403.03",0.59%,Low,Up Day,August,2025
ICICI,28/08/2025,"1,399.10","1,408.00","1,411.80","1,396.30","12,990,000",1397.8,-8.9,-0.63%,1.3,0.09%,15.5,1.11%,48.97%,"1,401.06",0.41%,Low,Up Day,August,2025
ICICI,29/08/2025,"1,397.80","1,392.10","1,405.00","1,392.10","8,520,000",1411,5.7,0.41%,-13.2,-0.94%,12.9,0.92%,-34.41%,"1,401.57",0.41%,Low,Down Day,August,2025
ICICI,01/09/2025,"1,411.00","1,398.10","1,412.40","1,398.10","4,930,000",1394.2,12.9,0.92%,16.8,1.20%,14.3,1.01%,-42.14%,"1,402.41",0.39%,Low,Up Day,September,2025
ICICI,02/09/2025,"1,394.20","1,413.90","1,413.90","1,390.00","7,160,000",1397,-19.7,-1.39%,-2.8,-0.20%,23.9,1.71%,45.23%,"1,401.40",0.30%,Low,Down Day,September,2025
ICICI,03/09/2025,"1,397.00","1,389.00","1,400.00","1,384.20","9,810,000",1405.5,8,0.58%,-8.5,-0.60%,15.8,1.13%,37.01%,"1,402.46",0.19%,Low,Down Day,September,2025
ICICI,04/09/2025,"1,405.50","1,409.90","1,415.10","1,401.90","10,560,000",1402.8,-4.4,-0.31%,2.7,0.19%,13.2,0.94%,7.65%,"1,405.41",0.40%,Low,Up Day,September,2025
ICICI,05/09/2025,"1,402.80","1,411.00","1,411.50","1,387.70","6,620,000",1402.7,-8.2,-0.58%,0.1,0.01%,23.8,1.70%,-37.31%,"1,407.40",0.54%,Low,Up Day,September,2025
ICICI,08/09/2025,"1,402.70","1,402.20","1,410.60","1,397.60","5,880,000",1403.7,0.5,0.04%,-1,-0.07%,13,0.93%,-11.18%,"1,410.09",0.64%,Medium,Down Day,September,2025
ICICI,09/09/2025,"1,403.70","1,399.00","1,407.50","1,395.20","6,470,000",1403.9,4.7,0.34%,-0.2,-0.01%,12.3,0.88%,10.03%,"1,412.44",0.63%,Medium,Down Day,September,2025
ICICI,10/09/2025,"1,403.90","1,410.00","1,413.70","1,402.10","7,450,000",1401.6,-6.1,-0.43%,2.3,0.16%,11.6,0.83%,15.15%,"1,415.01",0.60%,Medium,Up Day,September,2025
ICICI,11/09/2025,"1,401.60","1,398.00","1,408.00","1,396.00","10,190,000",1417.7,3.6,0.26%,-16.1,-1.14%,12,0.86%,36.78%,"1,414.77",0.63%,Medium,Down Day,September,2025
ICICI,12/09/2025,"1,417.70","1,405.10","1,419.70","1,400.10","7,770,000",1419.4,12.6,0.90%,-1.7,-0.12%,19.6,1.38%,-23.75%,"1,414.76",0.63%,Medium,Down Day,September,2025
ICICI,15/09/2025,"1,419.40","1,422.00","1,426.80","1,416.30","5,850,000",1421.6,-2.6,-0.18%,-2.2,-0.15%,10.5,0.74%,-24.71%,"1,411.41",0.82%,Medium,Down Day,September,2025
ICICI,16/09/2025,"1,421.60","1,414.00","1,424.90","1,413.70","8,210,000",1419.2,7.6,0.54%,2.4,0.17%,11.2,0.79%,40.34%,"1,406.17",1.08%,Low,Up Day,September,2025
ICICI,17/09/2025,"1,419.20","1,420.10","1,426.10","1,416.40","7,480,000",1421.7,-0.9,-0.06%,-2.5,-0.18%,9.7,0.68%,-8.89%,"1,399.63",1.22%,Low,Down Day,September,2025
ICICI,18/09/2025,"1,421.70","1,431.10","1,432.80","1,415.30","8,130,000",1402.2,-9.4,-0.66%,19.5,1.39%,17.5,1.23%,8.69%,"1,391.11",1.46%,Low,Up Day,September,2025
ICICI,19/09/2025,"1,402.20","1,416.10","1,418.00","1,400.20","13,460,000",1401.5,-13.9,-0.98%,0.7,0.05%,17.8,1.27%,65.56%,"1,380.60",1.51%,Low,Up Day,September,2025
ICICI,22/09/2025,"1,401.50","1,403.90","1,409.90","1,397.20","8,850,000",1394.3,-2.4,-0.17%,7.2,0.52%,12.7,0.91%,-34.25%,"1,372.86",1.57%,Low,Up Day,September,2025
ICICI,23/09/2025,"1,394.30","1,391.00","1,403.30","1,391.00","12,830,000",1382.7,3.3,0.24%,11.6,0.84%,12.3,0.88%,44.97%,"1,368.64",1.28%,Low,Up Day,September,2025
ICICI,24/09/2025,"1,382.70","1,386.40","1,390.90","1,376.50","9,740,000",1375.8,-3.7,-0.27%,6.9,0.50%,14.4,1.04%,-24.08%,"1,364.49",0.98%,Low,Up Day,September,2025
ICICI,25/09/2025,"1,375.80","1,377.00","1,391.50","1,371.80","21,610,000",1359.6,-1.2,-0.09%,16.2,1.19%,19.7,1.43%,121.87%,"1,361.73",0.79%,Low,Up Day,September,2025
ICICI,26/09/2025,"1,359.60","1,368.00","1,372.70","1,357.00","18,340,000",1348.1,-8.4,-0.61%,11.5,0.85%,15.7,1.15%,-15.13%,"1,361.74",0.79%,Low,Up Day,September,2025
ICICI,29/09/2025,"1,348.10","1,359.60","1,366.50","1,346.20","20,560,000",1348,-11.5,-0.85%,0.1,0.01%,20.3,1.51%,12.10%,"1,363.27",0.82%,Medium,Up Day,September,2025
ICICI,30/09/2025,"1,348.00","1,353.70","1,356.60","1,342.60","20,170,000",1372,-5.7,-0.42%,-24,-1.75%,14,1.04%,-1.90%,"1,367.29",0.72%,Medium,Down Day,September,2025
ICICI,01/10/2025,"1,372.00","1,348.00","1,379.40","1,347.10","20,950,000",1365.2,24,1.78%,6.8,0.50%,32.3,2.35%,3.87%,"1,371.90",0.45%,Medium,Up Day,October,2025
ICICI,03/10/2025,"1,365.20","1,371.90","1,371.90","1,361.30","12,160,000",1363.4,-6.7,-0.49%,1.8,0.13%,10.6,0.78%,-41.96%,"1,372.96",0.49%,Medium,Up Day,October,2025
ICICI,06/10/2025,"1,363.40","1,371.00","1,372.60","1,359.10","14,310,000",1375.9,-7.6,-0.55%,-12.5,-0.91%,13.5,0.99%,17.68%,"1,375.66",0.50%,Medium,Down Day,October,2025
ICICI,07/10/2025,"1,375.90","1,363.60","1,383.10","1,363.60","16,130,000",1370.3,12.3,0.90%,5.6,0.41%,19.5,1.42%,12.72%,"1,380.66",0.65%,Medium,Up Day,October,2025
ICICI,08/10/2025,"1,370.30","1,372.30","1,381.60","1,364.30","8,100,000",1376.2,-2,-0.15%,-5.9,-0.43%,17.3,1.26%,-49.78%,"1,386.57",1.16%,Medium,Down Day,October,2025
ICICI,09/10/2025,"1,376.20","1,369.80","1,378.70","1,365.10","7,910,000",1380.3,6.4,0.47%,-4.1,-0.30%,13.6,0.99%,-2.35%,"1,396.04",1.64%,Medium,Down Day,October,2025
ICICI,10/10/2025,"1,380.30","1,370.30","1,385.00","1,370.30","7,670,000",1379.4,10,0.73%,0.9,0.07%,14.7,1.06%,-3.03%,"1,398.06",1.54%,Low,Up Day,October,2025
ICICI,13/10/2025,"1,379.40","1,373.10","1,386.40","1,373.10","8,920,000",1384.1,6.3,0.46%,-4.7,-0.34%,13.3,0.96%,16.30%,"1,398.30",1.52%,Low,Down Day,October,2025
ICICI,14/10/2025,"1,384.10","1,389.00","1,389.00","1,375.10","10,610,000",1398.4,-4.9,-0.35%,-14.3,-1.02%,13.9,1.00%,18.95%,"1,396.06",1.74%,Low,Down Day,October,2025
ICICI,15/10/2025,"1,398.40","1,386.50","1,400.40","1,385.50","8,990,000",1417.3,11.9,0.86%,-18.9,-1.33%,14.9,1.07%,-15.27%,"1,395.14",1.78%,High,Down Day,October,2025
ICICI,16/10/2025,"1,417.30","1,401.00","1,418.90","1,399.40","12,190,000",1436.6,16.3,1.16%,-19.3,-1.34%,19.5,1.38%,35.60%,"1,392.17",1.84%,High,Down Day,October,2025
ICICI,17/10/2025,"1,436.60","1,412.00","1,439.60","1,410.90","17,040,000",1390.3,24.6,1.74%,46.3,3.33%,28.7,2.00%,39.79%,"1,384.43",1.80%,High,Up Day,October,2025
ICICI,20/10/2025,"1,390.30","1,442.00","1,445.00","1,389.20","23,330,000",1382,-51.7,-3.59%,8.3,0.60%,55.8,4.01%,36.91%,"1,374.97",0.72%,High,Up Day,October,2025
ICICI,21/10/2025,"1,382.00","1,384.50","1,387.60","1,375.90","3,420,000",1363.7,-2.5,-0.18%,18.3,1.34%,11.7,0.85%,-85.34%,"1,370.99",0.60%,High,Up Day,October,2025
ICICI,23/10/2025,"1,363.70","1,385.00","1,389.80","1,360.10","21,120,000",1377.7,-21.3,-1.54%,-14,-1.02%,29.7,2.18%,517.54%,"1,365.74",0.82%,High,Down Day,October,2025
ICICI,24/10/2025,"1,377.70","1,368.10","1,381.60","1,368.10","10,570,000",1377.6,9.6,0.70%,0.1,0.01%,13.5,0.98%,-49.95%,"1,410.08",8.29%,Low,Up Day,October,2025
ICICI,27/10/2025,"1,377.60","1,382.10","1,386.80","1,374.00","11,500,000",1363.1,-4.5,-0.33%,14.5,1.06%,12.8,0.93%,8.80%,"1,452.06",10.41%,Low,Up Day,October,2025
ICICI,28/10/2025,"1,363.10","1,373.00","1,375.80","1,356.20","26,480,000",1370.4,-9.9,-0.72%,-7.3,-0.53%,19.6,1.44%,130.26%,"1,491.99",11.03%,Low,Down Day,October,2025
ICICI,29/10/2025,"1,370.40","1,364.60","1,371.70","1,358.40","16,130,000",1362.4,5.8,0.43%,8,0.59%,13.3,0.97%,-39.09%,"1,533.34",10.64%,Low,Up Day,October,2025
ICICI,30/10/2025,"1,362.40","1,362.40","1,370.20","1,361.30","9,320,000",1345.3,0,0.00%,17.1,1.27%,8.9,0.65%,-42.22%,"1,576.26",9.66%,Low,Up Day,October,2025
ICICI,31/10/2025,"1,345.30","1,357.00","1,362.00","1,343.30","15,930,000",,-11.7,-0.86%,1345.3,,18.7,1.39%,70.92%,"1,618.04",7.45%,Low,Up Day,October,2025
Kotak Mahindra,01/01/2020,"1,674.05","1,689.00","1,696.75","1,672.00","1,480,000",1671.55,-14.95,-0.89%,2.5,0.15%,24.75,1.48%,-90.71%,"1,663.71",0.53%,Low,Up Day,January,2020
Kotak Mahindra,02/01/2020,"1,671.55","1,680.00","1,683.50","1,664.65","1,850,000",1657.1,-8.45,-0.50%,14.45,0.87%,18.85,1.13%,25.00%,"1,665.24",0.69%,Medium,Up Day,January,2020
Kotak Mahindra,03/01/2020,"1,657.10","1,670.95","1,673.00","1,645.55","1,590,000",1652.55,-13.85,-0.83%,4.55,0.28%,27.45,1.66%,-14.05%,"1,668.03",0.90%,High,Up Day,January,2020
Kotak Mahindra,06/01/2020,"1,652.55","1,657.10","1,657.45","1,638.60","1,480,000",1670.85,-4.55,-0.27%,-18.3,-1.10%,18.85,1.14%,-6.92%,"1,670.84",0.87%,High,Down Day,January,2020
Kotak Mahindra,07/01/2020,"1,670.85","1,661.05","1,674.75","1,650.40","2,500,000",1654.85,9.8,0.59%,16,0.97%,24.35,1.46%,68.92%,"1,674.14",0.72%,High,Up Day,January,2020
Kotak Mahindra,08/01/2020,"1,654.85","1,654.70","1,661.45","1,638.00","3,130,000",1665.05,0.15,0.01%,-10.2,-0.61%,23.45,1.42%,25.20%,"1,678.52",0.94%,High,Down Day,January,2020
Kotak Mahindra,09/01/2020,"1,665.05","1,673.50","1,673.75","1,658.70","2,670,000",1684.7,-8.45,-0.50%,-19.65,-1.17%,15.05,0.90%,-14.70%,"1,684.70",0.78%,High,Down Day,January,2020
Kotak Mahindra,10/01/2020,"1,684.70","1,674.10","1,692.00","1,671.20","2,540,000",1691.1,10.6,0.63%,-6.4,-0.38%,20.8,1.23%,-4.87%,"1,677.96",1.68%,Medium,Down Day,January,2020
Kotak Mahindra,13/01/2020,"1,691.10","1,692.00","1,704.50","1,685.55","1,810,000",1676.8,-0.9,-0.05%,14.3,0.85%,18.95,1.12%,-28.74%,"1,669.45",2.05%,Medium,Up Day,January,2020
Kotak Mahindra,14/01/2020,"1,676.80","1,696.00","1,696.10","1,671.00","2,140,000",1675.6,-19.2,-1.13%,1.2,0.07%,25.1,1.50%,18.23%,"1,654.36",2.71%,Medium,Up Day,January,2020
Kotak Mahindra,15/01/2020,"1,675.60","1,675.95","1,686.60","1,665.90","2,490,000",1701.55,-0.35,-0.02%,-25.95,-1.53%,20.7,1.24%,16.36%,"1,644.23",2.85%,Medium,Down Day,January,2020
Kotak Mahindra,16/01/2020,"1,701.55","1,678.90","1,705.60","1,678.90","3,320,000",1698.1,22.65,1.35%,3.45,0.20%,26.7,1.57%,33.33%,"1,639.56",2.73%,Medium,Up Day,January,2020
Kotak Mahindra,17/01/2020,"1,698.10","1,703.90","1,705.85","1,690.10","2,300,000",1617.9,-5.8,-0.34%,80.2,4.96%,15.75,0.93%,-30.72%,"1,627.68",2.19%,Medium,Up Day,January,2020
Kotak Mahindra,20/01/2020,"1,617.90","1,709.00","1,709.00","1,611.00","8,000,000",1625.1,-91.1,-5.33%,-7.2,-0.44%,98,6.06%,247.83%,"1,617.39",1.11%,Medium,Down Day,January,2020
Kotak Mahindra,21/01/2020,"1,625.10","1,605.00","1,630.60","1,585.20","5,750,000",1585.5,20.1,1.25%,39.6,2.50%,45.4,2.79%,-28.13%,"1,620.61",1.23%,Medium,Up Day,January,2020
Kotak Mahindra,22/01/2020,"1,585.50","1,633.20","1,637.90","1,576.00","5,480,000",1605.85,-47.7,-2.92%,-20.35,-1.27%,61.9,3.90%,-4.70%,"1,621.06",1.24%,Medium,Down Day,January,2020
Kotak Mahindra,23/01/2020,"1,605.85","1,588.00","1,608.40","1,581.30","3,500,000",1642.95,17.85,1.12%,-37.1,-2.26%,27.1,1.69%,-36.13%,"1,636.24",1.68%,Medium,Down Day,January,2020
Kotak Mahindra,24/01/2020,"1,642.95","1,605.45","1,649.00","1,587.00","4,250,000",1618.35,37.5,2.34%,24.6,1.52%,62,3.77%,21.43%,"1,642.25",1.47%,Medium,Up Day,January,2020
Kotak Mahindra,27/01/2020,"1,618.35","1,628.70","1,629.00","1,608.40","1,870,000",1626.05,-10.35,-0.64%,-7.7,-0.47%,20.6,1.27%,-56.00%,"1,647.01",1.67%,Low,Down Day,January,2020
Kotak Mahindra,28/01/2020,"1,626.05","1,620.00","1,638.00","1,610.25","1,980,000",1640.45,6.05,0.37%,-14.4,-0.88%,27.75,1.71%,5.88%,"1,658.43",1.81%,Medium,Down Day,January,2020
Kotak Mahindra,29/01/2020,"1,640.45","1,633.00","1,646.20","1,623.05","2,230,000",1628.25,7.45,0.46%,12.2,0.75%,23.15,1.41%,12.63%,"1,667.53",1.69%,Medium,Up Day,January,2020
Kotak Mahindra,30/01/2020,"1,628.25","1,637.80","1,640.30","1,617.50","1,590,000",1691.75,-9.55,-0.58%,-63.5,-3.75%,22.8,1.40%,-28.70%,"1,672.32",1.53%,Medium,Down Day,January,2020
Kotak Mahindra,31/01/2020,"1,691.75","1,709.65","1,729.00","1,683.15","9,500,000",1647.95,-17.9,-1.05%,43.8,2.66%,45.85,2.71%,497.48%,"1,675.86",1.16%,Medium,Up Day,January,2020
Kotak Mahindra,01/02/2020,"1,647.95","1,682.00","1,688.35","1,630.25","2,260,000",1676.25,-34.05,-2.02%,-28.3,-1.69%,58.1,3.53%,-76.21%,"1,672.66",1.08%,Low,Down Day,February,2020
Kotak Mahindra,03/02/2020,"1,676.25","1,645.60","1,680.80","1,634.00","2,510,000",1698.3,30.65,1.86%,-22.05,-1.30%,46.8,2.79%,11.06%,"1,676.87",0.86%,Low,Down Day,February,2020
Kotak Mahindra,04/02/2020,"1,698.30","1,684.05","1,702.80","1,670.15","2,070,000",1689.75,14.25,0.85%,8.55,0.51%,32.65,1.92%,-17.53%,"1,682.39",1.21%,Low,Up Day,February,2020
Kotak Mahindra,05/02/2020,"1,689.75","1,702.00","1,707.45","1,677.10","2,100,000",1674,-12.25,-0.72%,15.75,0.94%,30.35,1.80%,1.45%,"1,681.18",1.16%,Low,Up Day,February,2020
Kotak Mahindra,06/02/2020,"1,674.00","1,693.90","1,697.90","1,668.00","2,530,000",1653.05,-19.9,-1.17%,20.95,1.27%,29.9,1.79%,20.48%,"1,679.92",1.14%,Low,Up Day,February,2020
Kotak Mahindra,07/02/2020,"1,653.05","1,675.75","1,677.95","1,644.00","2,290,000",1669.3,-22.7,-1.35%,-16.25,-0.97%,33.95,2.05%,-9.49%,"1,682.36",1.15%,Low,Down Day,February,2020
Kotak Mahindra,10/02/2020,"1,669.30","1,660.00","1,674.60","1,645.70","1,360,000",1677.45,9.3,0.56%,-8.15,-0.49%,28.9,1.73%,-40.61%,"1,687.79",0.86%,Low,Down Day,February,2020
Kotak Mahindra,11/02/2020,"1,677.45","1,682.45","1,685.80","1,666.55","1,910,000",1714.9,-5,-0.30%,-37.45,-2.18%,19.25,1.15%,40.44%,"1,692.33",0.74%,Medium,Down Day,February,2020
Kotak Mahindra,12/02/2020,"1,714.90","1,680.10","1,720.00","1,675.00","3,010,000",1689.8,34.8,2.07%,25.1,1.49%,45,2.62%,57.59%,"1,693.54",0.66%,High,Up Day,February,2020
Kotak Mahindra,13/02/2020,"1,689.80","1,714.70","1,714.70","1,682.30","2,250,000",1680.95,-24.9,-1.45%,8.85,0.53%,32.4,1.92%,-25.25%,"1,688.31",0.45%,High,Up Day,February,2020
Kotak Mahindra,14/02/2020,"1,680.95","1,696.00","1,703.00","1,663.60","1,890,000",1691.1,-15.05,-0.89%,-10.15,-0.60%,39.4,2.34%,-16.00%,"1,686.31",0.52%,High,Down Day,February,2020
Kotak Mahindra,17/02/2020,"1,691.10","1,685.00","1,699.20","1,672.25","1,810,000",1691,6.1,0.36%,0.1,0.01%,26.95,1.59%,-4.23%,"1,684.24",0.69%,Medium,Up Day,February,2020
